Data;"Dolar S.U.A.-Leu moldovenesc"
03.02.2013;12.0818
04.02.2013;12.0713
05.02.2013;12.0395
06.02.2013;12.0431
07.02.2013;12.0455
08.02.2013;12.03
09.02.2013;12.03
10.02.2013;12.03
11.02.2013;12.0356
12.02.2013;12.0453
13.02.2013;12.0358
14.02.2013;12.0543
15.02.2013;12.0613
16.02.2013;12.0613
17.02.2013;12.0613
18.02.2013;12.0887
19.02.2013;12.1152
20.02.2013;12.1176
21.02.2013;12.132
22.02.2013;12.1458
23.02.2013;12.1458
24.02.2013;12.1458
25.02.2013;12.1652
26.02.2013;12.1857
27.02.2013;12.2121
28.02.2013;12.2452
01.03.2013;12.2631
02.03.2013;12.2631
03.03.2013;12.2631
04.03.2013;12.26
05.03.2013;12.276
06.03.2013;12.2591
07.03.2013;12.274
08.03.2013;12.274
09.03.2013;12.274
10.03.2013;12.274
11.03.2013;12.2644
12.03.2013;12.2731
13.03.2013;12.2819
14.03.2013;12.3051
15.03.2013;12.3129
16.03.2013;12.3129
17.03.2013;12.3129
18.03.2013;12.3012
19.03.2013;12.3159
20.03.2013;12.3362
21.03.2013;12.3474
22.03.2013;12.3726
23.03.2013;12.3726
24.03.2013;12.3726
25.03.2013;12.3703
26.03.2013;12.3773
27.03.2013;12.3869
28.03.2013;12.3879
29.03.2013;12.405
30.03.2013;12.405
31.03.2013;12.405
01.04.2013;12.3978
02.04.2013;12.4157
03.04.2013;12.418
04.04.2013;12.4318
05.04.2013;12.4313
06.04.2013;12.4313
07.04.2013;12.4313
08.04.2013;12.4326
09.04.2013;12.4182
10.04.2013;12.3941
11.04.2013;12.3563
12.04.2013;12.3693
13.04.2013;12.3693
14.04.2013;12.3693
15.04.2013;12.3365
16.04.2013;12.2991
17.04.2013;12.3041
18.04.2013;12.2863
19.04.2013;12.2979
20.04.2013;12.2979
21.04.2013;12.2979
22.04.2013;12.2764
23.04.2013;12.2691
24.04.2013;12.2788
25.04.2013;12.2851
26.04.2013;12.2903
27.04.2013;12.2903
28.04.2013;12.2903
29.04.2013;12.3013
30.04.2013;12.3113
01.05.2013;12.3113
02.05.2013;12.2923
03.05.2013;12.2692
04.05.2013;12.2692
05.05.2013;12.2692
06.05.2013;12.2692
07.05.2013;12.269
08.05.2013;12.2359
09.05.2013;12.2359
10.05.2013;12.2359
11.05.2013;12.2359
12.05.2013;12.2359
13.05.2013;12.2359
14.05.2013;12.2324
15.05.2013;12.2324
16.05.2013;12.2478
17.05.2013;12.3066
18.05.2013;12.3462
19.05.2013;12.3462
20.05.2013;12.3775
21.05.2013;12.404
22.05.2013;12.4731
23.05.2013;12.5176
24.05.2013;12.5144
25.05.2013;12.5144
26.05.2013;12.5144
27.05.2013;12.5223
28.05.2013;12.5264
29.05.2013;12.509
30.05.2013;12.5099
31.05.2013;12.5156
01.06.2013;12.5156
02.06.2013;12.5156
03.06.2013;12.5039
04.06.2013;12.5119
05.06.2013;12.5058
06.06.2013;12.5004
07.06.2013;12.4999
08.06.2013;12.4999
09.06.2013;12.4999
10.06.2013;12.4804
11.06.2013;12.4563
12.06.2013;12.4433
13.06.2013;12.4271
14.06.2013;12.3925
15.06.2013;12.3925
16.06.2013;12.3925
17.06.2013;12.3786
18.06.2013;12.3658
19.06.2013;12.3634
20.06.2013;12.3666
21.06.2013;12.3787
22.06.2013;12.3787
23.06.2013;12.3787
24.06.2013;12.4168
25.06.2013;12.4356
26.06.2013;12.4592
27.06.2013;12.4911
28.06.2013;12.5268
29.06.2013;12.5268
30.06.2013;12.5268
01.07.2013;12.5413
02.07.2013;12.5171
03.07.2013;12.5381
04.07.2013;12.5449
05.07.2013;12.5766
06.07.2013;12.5766
07.07.2013;12.5766
08.07.2013;12.5913
09.07.2013;12.6396
10.07.2013;12.6738
11.07.2013;12.7078
12.07.2013;12.7087
13.07.2013;12.7087
14.07.2013;12.7087
15.07.2013;12.6396
16.07.2013;12.628
17.07.2013;12.6332
18.07.2013;12.6324
19.07.2013;12.772
20.07.2013;12.772
21.07.2013;12.772
22.07.2013;12.7642
23.07.2013;12.8039
24.07.2013;12.75
25.07.2013;12.7735
26.07.2013;12.7649
27.07.2013;12.7649
28.07.2013;12.7649
29.07.2013;12.7466
30.07.2013;12.7323
31.07.2013;12.7287
01.08.2013;12.7139
02.08.2013;12.713
03.08.2013;12.713
04.08.2013;12.713
05.08.2013;12.7032
06.08.2013;12.7096
07.08.2013;12.6896
08.08.2013;12.7002
09.08.2013;12.7175
10.08.2013;12.7175
11.08.2013;12.7175
12.08.2013;12.7249
13.08.2013;12.7269
14.08.2013;12.7309
15.08.2013;12.7573
16.08.2013;12.7801
17.08.2013;12.7682
18.08.2013;12.7682
19.08.2013;12.812
20.08.2013;12.7877
21.08.2013;12.809
22.08.2013;12.7746
23.08.2013;12.7852
24.08.2013;12.7852
25.08.2013;12.7852
26.08.2013;12.7852
27.08.2013;12.7852
28.08.2013;12.8034
29.08.2013;12.8096
30.08.2013;12.8155
31.08.2013;12.8155
01.09.2013;12.8155
02.09.2013;12.7955
03.09.2013;12.8077
04.09.2013;12.8367
05.09.2013;12.8182
06.09.2013;12.8281
07.09.2013;12.8281
08.09.2013;12.8281
09.09.2013;12.8109
10.09.2013;12.8502
11.09.2013;12.8563
12.09.2013;12.8529
13.09.2013;12.8844
14.09.2013;12.8844
15.09.2013;12.8844
16.09.2013;12.8665
17.09.2013;12.8881
18.09.2013;12.8824
19.09.2013;12.8858
20.09.2013;12.8943
21.09.2013;12.8943
22.09.2013;12.8943
23.09.2013;12.8861
24.09.2013;12.897
25.09.2013;12.915
26.09.2013;12.923
27.09.2013;12.9273
28.09.2013;12.9273
29.09.2013;12.9273
30.09.2013;12.9503
01.10.2013;12.9948
02.10.2013;13.0153
03.10.2013;13.0395
04.10.2013;13.0536
05.10.2013;13.0536
06.10.2013;13.0536
07.10.2013;13.1027
08.10.2013;13.1079
09.10.2013;13.1346
10.10.2013;13.1384
11.10.2013;13.1581
12.10.2013;13.1581
13.10.2013;13.1581
14.10.2013;13.1581
15.10.2013;13.1575
16.10.2013;13.1428
17.10.2013;13.1212
18.10.2013;13.0994
19.10.2013;13.0994
20.10.2013;13.0994
21.10.2013;13.0666
22.10.2013;13.0127
23.10.2013;12.982
24.10.2013;12.9488
25.10.2013;12.9207
26.10.2013;12.9207
27.10.2013;12.9207
28.10.2013;12.9093
29.10.2013;12.8589
30.10.2013;12.8373
31.10.2013;12.8195
01.11.2013;12.8412
02.11.2013;12.8412
03.11.2013;12.8412
04.11.2013;12.8487
05.11.2013;12.8877
06.11.2013;12.8816
07.11.2013;12.8921
08.11.2013;12.8903
09.11.2013;12.8903
10.11.2013;12.8903
11.11.2013;12.9025
12.11.2013;12.9132
13.11.2013;12.9237
14.11.2013;12.9427
15.11.2013;12.9424
16.11.2013;12.9424
17.11.2013;12.9424
18.11.2013;12.9619
19.11.2013;12.9561
20.11.2013;12.9869
21.11.2013;13.0048
22.11.2013;13.0448
23.11.2013;13.0448
24.11.2013;13.0448
25.11.2013;13.06
26.11.2013;13.0733
27.11.2013;13.1
28.11.2013;13.1133
29.11.2013;13.1238
30.11.2013;13.1238
01.12.2013;13.1238
02.12.2013;13.1225
03.12.2013;13.1132
04.12.2013;13.1046
05.12.2013;13.0952
06.12.2013;13.0911
07.12.2013;13.0911
08.12.2013;13.0911
09.12.2013;13.0758
10.12.2013;13.0666
11.12.2013;13.0599
12.12.2013;13.0233
13.12.2013;13.0067
14.12.2013;13.0033
15.12.2013;13.0033
16.12.2013;12.976
17.12.2013;12.9779
18.12.2013;12.9552
19.12.2013;12.9729
20.12.2013;12.9741
21.12.2013;12.9741
22.12.2013;12.9741
23.12.2013;12.9974
24.12.2013;13.0303
25.12.2013;13.0303
26.12.2013;13.0845
27.12.2013;13.0576
28.12.2013;13.0576
29.12.2013;13.0576
30.12.2013;13.0679
31.12.2013;13.057
01.01.2014;13.057
02.01.2014;13.0468
03.01.2014;13.0242
04.01.2014;13.0242
05.01.2014;13.0242
06.01.2014;13.0242
07.01.2014;13.0242
08.01.2014;13.0242
09.01.2014;13.0423
10.01.2014;13.0587
11.01.2014;13.0587
12.01.2014;13.0587
13.01.2014;13.0776
14.01.2014;13.0836
15.01.2014;13.1096
16.01.2014;13.1229
17.01.2014;13.1609
18.01.2014;13.1965
19.01.2014;13.1965
20.01.2014;13.2143
21.01.2014;13.2232
22.01.2014;13.2496
23.01.2014;13.2993
24.01.2014;13.3242
25.01.2014;13.3242
26.01.2014;13.3242
27.01.2014;13.323
28.01.2014;13.3248
29.01.2014;13.3554
30.01.2014;13.3711
31.01.2014;13.3899
01.02.2014;13.3899
02.02.2014;13.3899
03.02.2014;13.402
04.02.2014;13.4182
05.02.2014;13.4422
06.02.2014;13.4633
07.02.2014;13.4871
08.02.2014;13.4871
09.02.2014;13.4871
10.02.2014;13.4819
11.02.2014;13.4657
12.02.2014;13.4624
13.02.2014;13.4651
14.02.2014;13.4772
15.02.2014;13.4772
16.02.2014;13.4772
17.02.2014;13.4939
18.02.2014;13.4973
19.02.2014;13.5074
20.02.2014;13.5178
21.02.2014;13.5266
22.02.2014;13.5266
23.02.2014;13.5266
24.02.2014;13.532
25.02.2014;13.5546
26.02.2014;13.5662
27.02.2014;13.5993
28.02.2014;13.6708
01.03.2014;13.6708
02.03.2014;13.6708
03.03.2014;13.6518
04.03.2014;13.6495
05.03.2014;13.6417
06.03.2014;13.6663
07.03.2014;13.6596
08.03.2014;13.6596
09.03.2014;13.6596
10.03.2014;13.6292
11.03.2014;13.5801
12.03.2014;13.5174
13.03.2014;13.5033
14.03.2014;13.4743
15.03.2014;13.4743
16.03.2014;13.4743
17.03.2014;13.4364
18.03.2014;13.4355
19.03.2014;13.4247
20.03.2014;13.3966
21.03.2014;13.3956
22.03.2014;13.3956
23.03.2014;13.3956
24.03.2014;13.4074
25.03.2014;13.4277
26.03.2014;13.4304
27.03.2014;13.4387
28.03.2014;13.4425
29.03.2014;13.4425
30.03.2014;13.4425
31.03.2014;13.4467
01.04.2014;13.4537
02.04.2014;13.4448
03.04.2014;13.4486
04.04.2014;13.4467
05.04.2014;13.4467
06.04.2014;13.4467
07.04.2014;13.4385
08.04.2014;13.4386
09.04.2014;13.4417
10.04.2014;13.4405
11.04.2014;13.4341
12.04.2014;13.4341
13.04.2014;13.4341
14.04.2014;13.4269
15.04.2014;13.4189
16.04.2014;13.4128
17.04.2014;13.4095
18.04.2014;13.4035
19.04.2014;13.4035
20.04.2014;13.4035
21.04.2014;13.4035
22.04.2014;13.4029
23.04.2014;13.4206
24.04.2014;13.4246
25.04.2014;13.4359
26.04.2014;13.4359
27.04.2014;13.4359
28.04.2014;13.4359
29.04.2014;13.4667
30.04.2014;13.4826
01.05.2014;13.4826
02.05.2014;13.4826
03.05.2014;13.4826
04.05.2014;13.4826
05.05.2014;13.5158
06.05.2014;13.5172
07.05.2014;13.5399
08.05.2014;13.5632
09.05.2014;13.5632
10.05.2014;13.5632
11.05.2014;13.5632
12.05.2014;13.5792
13.05.2014;13.5965
14.05.2014;13.6245
15.05.2014;13.6561
16.05.2014;13.6865
17.05.2014;13.7046
18.05.2014;13.7046
19.05.2014;13.7439
20.05.2014;13.7679
21.05.2014;13.7917
22.05.2014;13.8196
23.05.2014;13.8339
24.05.2014;13.8339
25.05.2014;13.8339
26.05.2014;13.8445
27.05.2014;13.8344
28.05.2014;13.8303
29.05.2014;13.8297
30.05.2014;13.8293
31.05.2014;13.8293
01.06.2014;13.8293
02.06.2014;13.8323
03.06.2014;13.8355
04.06.2014;13.8462
05.06.2014;13.8482
06.06.2014;13.8586
07.06.2014;13.8586
08.06.2014;13.8586
09.06.2014;13.8736
10.06.2014;13.8761
11.06.2014;13.8951
12.06.2014;13.9179
13.06.2014;13.9244
14.06.2014;13.9244
15.06.2014;13.9244
16.06.2014;13.9286
17.06.2014;13.9481
18.06.2014;13.9539
19.06.2014;13.9586
20.06.2014;13.9704
21.06.2014;13.9704
22.06.2014;13.9704
23.06.2014;13.9832
24.06.2014;13.9937
25.06.2014;13.9738
26.06.2014;13.9844
27.06.2014;13.9859
28.06.2014;13.9859
29.06.2014;13.9859
30.06.2014;14.0166
01.07.2014;14.0347
02.07.2014;14.0862
03.07.2014;14.0884
04.07.2014;14.0883
05.07.2014;14.0883
06.07.2014;14.0883
07.07.2014;14.0816
08.07.2014;14.0657
09.07.2014;14.0676
10.07.2014;14.0475
11.07.2014;14.0423
12.07.2014;14.0423
13.07.2014;14.0423
14.07.2014;14.0239
15.07.2014;13.9898
16.07.2014;13.9967
17.07.2014;13.9825
18.07.2014;13.9888
19.07.2014;13.9888
20.07.2014;13.9888
21.07.2014;13.9868
22.07.2014;13.9597
23.07.2014;13.9849
24.07.2014;13.972
25.07.2014;13.9761
26.07.2014;13.9761
27.07.2014;13.9761
28.07.2014;13.9742
29.07.2014;13.9714
30.07.2014;13.9626
31.07.2014;13.9512
01.08.2014;13.934
02.08.2014;13.934
03.08.2014;13.934
04.08.2014;13.9133
05.08.2014;13.8942
06.08.2014;13.86
07.08.2014;13.8321
08.08.2014;13.8079
09.08.2014;13.8079
10.08.2014;13.8079
11.08.2014;13.7562
12.08.2014;13.7384
13.08.2014;13.7222
14.08.2014;13.718
15.08.2014;13.7159
16.08.2014;13.7159
17.08.2014;13.7159
18.08.2014;13.7119
19.08.2014;13.7254
20.08.2014;13.7532
21.08.2014;13.8025
22.08.2014;13.8565
23.08.2014;13.8565
24.08.2014;13.8565
25.08.2014;13.895
26.08.2014;13.8715
27.08.2014;13.8715
28.08.2014;13.9276
29.08.2014;13.9626
30.08.2014;13.9626
31.08.2014;13.9626
01.09.2014;13.9937
02.09.2014;14.0234
03.09.2014;14.0895
04.09.2014;14.1276
05.09.2014;14.1471
06.09.2014;14.1471
07.09.2014;14.1471
08.09.2014;14.1543
09.09.2014;14.2077
10.09.2014;14.2221
11.09.2014;14.2525
12.09.2014;14.2743
13.09.2014;14.2743
14.09.2014;14.2743
15.09.2014;14.3161
16.09.2014;14.3162
17.09.2014;14.3444
18.09.2014;14.3486
19.09.2014;14.3762
20.09.2014;14.3762
21.09.2014;14.3762
22.09.2014;14.4201
23.09.2014;14.455
24.09.2014;14.524
25.09.2014;14.5615
26.09.2014;14.5783
27.09.2014;14.5783
28.09.2014;14.5783
29.09.2014;14.5735
30.09.2014;14.5672
01.10.2014;14.599
02.10.2014;14.6147
03.10.2014;14.6309
04.10.2014;14.6309
05.10.2014;14.6309
06.10.2014;14.6601
07.10.2014;14.719
08.10.2014;14.7501
09.10.2014;14.7619
10.10.2014;14.7429
11.10.2014;14.7429
12.10.2014;14.7429
13.10.2014;14.7392
14.10.2014;14.7392
15.10.2014;14.7153
16.10.2014;14.6956
17.10.2014;14.6458
18.10.2014;14.6458
19.10.2014;14.6458
20.10.2014;14.6197
21.10.2014;14.5629
22.10.2014;14.5483
23.10.2014;14.5598
24.10.2014;14.6202
25.10.2014;14.6202
26.10.2014;14.6202
27.10.2014;14.6732
28.10.2014;14.6936
29.10.2014;14.7328
30.10.2014;14.7552
31.10.2014;14.7583
01.11.2014;14.7583
02.11.2014;14.7583
03.11.2014;14.8069
04.11.2014;14.8327
05.11.2014;14.8497
06.11.2014;14.8681
07.11.2014;14.8555
08.11.2014;14.8555
09.11.2014;14.8555
10.11.2014;14.876
11.11.2014;14.8877
12.11.2014;14.8964
13.11.2014;14.9283
14.11.2014;14.9565
15.11.2014;14.9565
16.11.2014;14.9565
17.11.2014;14.9818
18.11.2014;15.0334
19.11.2014;15.1144
20.11.2014;15.0943
21.11.2014;15.0734
22.11.2014;15.0734
23.11.2014;15.0734
24.11.2014;15.0683
25.11.2014;15.0607
26.11.2014;15.0229
27.11.2014;14.9762
28.11.2014;14.9728
29.11.2014;14.9728
30.11.2014;14.9728
01.12.2014;14.9624
02.12.2014;14.9875
03.12.2014;15.0848
04.12.2014;15.1048
05.12.2014;15.1731
06.12.2014;15.1731
07.12.2014;15.1731
08.12.2014;15.196
09.12.2014;15.2209
10.12.2014;15.2573
11.12.2014;15.3287
12.12.2014;15.3445
13.12.2014;15.3445
14.12.2014;15.3445
15.12.2014;15.3968
16.12.2014;15.4383
17.12.2014;15.4574
18.12.2014;15.5602
19.12.2014;15.6447
20.12.2014;15.7444
21.12.2014;15.7444
22.12.2014;15.7414
23.12.2014;15.7117
24.12.2014;15.6916
25.12.2014;15.6916
26.12.2014;15.6916
27.12.2014;15.6916
28.12.2014;15.6916
29.12.2014;15.6615
30.12.2014;15.628
31.12.2014;15.6152
01.01.2015;15.6152
02.01.2015;15.6152
03.01.2015;15.6152
04.01.2015;15.6152
05.01.2015;15.6442
06.01.2015;15.7658
07.01.2015;15.7658
08.01.2015;15.7658
09.01.2015;15.7658
10.01.2015;15.7658
11.01.2015;15.7658
12.01.2015;15.838
13.01.2015;16.021
14.01.2015;16.2134
15.01.2015;16.4824
16.01.2015;16.664
17.01.2015;16.7613
18.01.2015;16.7613
19.01.2015;16.8675
20.01.2015;17.0778
21.01.2015;17.2509
22.01.2015;17.2663
23.01.2015;17.4176
24.01.2015;17.4176
25.01.2015;17.4176
26.01.2015;17.5946
27.01.2015;17.7573
28.01.2015;17.8175
29.01.2015;17.8447
30.01.2015;17.8535
31.01.2015;17.9462
01.02.2015;17.9462
02.02.2015;17.9747
03.02.2015;18.0179
04.02.2015;18.0721
05.02.2015;18.1692
06.02.2015;18.2141
07.02.2015;18.2141
08.02.2015;18.2141
09.02.2015;18.3302
10.02.2015;18.4624
11.02.2015;18.6149
12.02.2015;18.6577
13.02.2015;18.8181
14.02.2015;18.8181
15.02.2015;18.8181
16.02.2015;18.9601
17.02.2015;19.5949
18.02.2015;20.9933
19.02.2015;20.7571
20.02.2015;20.1809
21.02.2015;20.1809
22.02.2015;20.1809
23.02.2015;19.43
24.02.2015;18.3693
25.02.2015;17.7729
26.02.2015;18.0475
27.02.2015;18.7831
28.02.2015;18.7831
01.03.2015;18.7831
02.03.2015;18.4039
03.03.2015;18.3153
04.03.2015;18.5476
05.03.2015;18.9221
06.03.2015;19.0675
07.03.2015;19.0675
08.03.2015;19.0675
09.03.2015;19.0814
10.03.2015;19.055
11.03.2015;18.881
12.03.2015;18.8359
13.03.2015;18.5888
14.03.2015;18.5888
15.03.2015;18.5888
16.03.2015;18.4621
17.03.2015;18.3847
18.03.2015;18.3319
19.03.2015;18.3284
20.03.2015;18.3443
21.03.2015;18.3443
22.03.2015;18.3443
23.03.2015;18.4641
24.03.2015;18.6039
25.03.2015;18.7062
26.03.2015;18.6754
27.03.2015;18.6218
28.03.2015;18.6218
29.03.2015;18.6218
30.03.2015;18.5249
31.03.2015;18.3792
01.04.2015;18.2105
02.04.2015;17.9133
03.04.2015;17.6232
04.04.2015;17.6232
05.04.2015;17.6232
06.04.2015;17.513
07.04.2015;17.4166
08.04.2015;17.7026
09.04.2015;17.7177
10.04.2015;17.7198
11.04.2015;17.7198
12.04.2015;17.7198
13.04.2015;17.7198
14.04.2015;17.7364
15.04.2015;17.8304
16.04.2015;17.9762
17.04.2015;18.0558
18.04.2015;18.0558
19.04.2015;18.0558
20.04.2015;18.0558
21.04.2015;18.244
22.04.2015;18.3791
23.04.2015;18.5627
24.04.2015;18.6083
25.04.2015;18.6083
26.04.2015;18.6083
27.04.2015;18.6365
28.04.2015;18.5226
29.04.2015;18.1607
30.04.2015;18.0831
01.05.2015;18.0831
02.05.2015;18.0831
03.05.2015;18.0831
04.05.2015;18.1311
05.05.2015;18.259
06.05.2015;18.1602
07.05.2015;18.1015
08.05.2015;18.0185
09.05.2015;18.0185
10.05.2015;18.0185
11.05.2015;17.9815
12.05.2015;17.8709
13.05.2015;17.7853
14.05.2015;17.6733
15.05.2015;17.7106
16.05.2015;17.7106
17.05.2015;17.7106
18.05.2015;17.7738
19.05.2015;17.7523
20.05.2015;17.6971
21.05.2015;17.7033
22.05.2015;17.8478
23.05.2015;17.8478
24.05.2015;17.8478
25.05.2015;18.1281
26.05.2015;18.1616
27.05.2015;18.0596
28.05.2015;18.0605
29.05.2015;18.0624
30.05.2015;18.0624
31.05.2015;18.0624
01.06.2015;18.0719
02.06.2015;18.0911
03.06.2015;18.1436
04.06.2015;18.2223
05.06.2015;18.3028
06.06.2015;18.3028
07.06.2015;18.3028
08.06.2015;18.2946
09.06.2015;18.2648
10.06.2015;18.1886
11.06.2015;18.1426
12.06.2015;18.0321
13.06.2015;18.0321
14.06.2015;18.0321
15.06.2015;18.0774
16.06.2015;18.1237
17.06.2015;18.3394
18.06.2015;18.5085
19.06.2015;18.7003
20.06.2015;18.7003
21.06.2015;18.7003
22.06.2015;18.989
23.06.2015;19.0384
24.06.2015;18.9435
25.06.2015;18.8673
26.06.2015;18.7479
27.06.2015;18.7479
28.06.2015;18.7479
29.06.2015;18.6891
30.06.2015;18.6999
01.07.2015;18.8488
02.07.2015;18.9406
03.07.2015;18.994
04.07.2015;18.994
05.07.2015;18.994
06.07.2015;18.9909
07.07.2015;18.966
08.07.2015;19.0058
09.07.2015;19.0391
10.07.2015;19.0526
11.07.2015;19.0526
12.07.2015;19.0526
13.07.2015;19.0628
14.07.2015;18.8311
15.07.2015;18.946
16.07.2015;18.948
17.07.2015;19.0484
18.07.2015;19.0484
19.07.2015;19.0484
20.07.2015;18.7269
21.07.2015;19.0282
22.07.2015;18.9996
23.07.2015;19.072
24.07.2015;19.1021
25.07.2015;19.1021
26.07.2015;19.1021
27.07.2015;19.0207
28.07.2015;18.664
29.07.2015;18.8082
30.07.2015;18.7846
31.07.2015;18.7586
01.08.2015;18.7586
02.08.2015;18.7586
03.08.2015;18.7301
04.08.2015;18.7634
05.08.2015;18.8166
06.08.2015;18.9925
07.08.2015;19.1072
08.08.2015;19.1072
09.08.2015;19.1072
10.08.2015;19.1369
11.08.2015;19.0941
12.08.2015;18.9968
13.08.2015;18.9407
14.08.2015;18.9413
15.08.2015;18.9413
16.08.2015;18.9413
17.08.2015;18.9241
18.08.2015;18.9523
19.08.2015;18.9483
20.08.2015;19.0207
21.08.2015;19.0039
22.08.2015;19.0238
23.08.2015;19.0238
24.08.2015;19.0365
25.08.2015;19.0636
26.08.2015;19.1087
27.08.2015;19.1087
28.08.2015;19.1087
29.08.2015;19.1087
30.08.2015;19.1087
31.08.2015;19.1087
01.09.2015;19.1581
02.09.2015;19.2561
03.09.2015;19.3341
04.09.2015;19.3578
05.09.2015;19.3578
06.09.2015;19.3578
07.09.2015;19.3544
08.09.2015;19.3157
09.09.2015;19.2956
10.09.2015;19.2743
11.09.2015;19.2662
12.09.2015;19.2662
13.09.2015;19.2662
14.09.2015;19.2994
15.09.2015;19.5178
16.09.2015;19.5846
17.09.2015;19.6464
18.09.2015;19.8641
19.09.2015;19.8641
20.09.2015;19.8641
21.09.2015;20.0428
22.09.2015;19.914
23.09.2015;19.9206
24.09.2015;20.0487
25.09.2015;20.1864
26.09.2015;20.1864
27.09.2015;20.1864
28.09.2015;20.1583
29.09.2015;20.1652
30.09.2015;20.1083
01.10.2015;20.0872
02.10.2015;20.0593
03.10.2015;20.0593
04.10.2015;20.0593
05.10.2015;20.1053
06.10.2015;20.1068
07.10.2015;20.0897
08.10.2015;20.0609
09.10.2015;19.973
10.10.2015;19.973
11.10.2015;19.973
12.10.2015;19.8742
13.10.2015;19.772
14.10.2015;19.772
15.10.2015;19.648
16.10.2015;19.6753
17.10.2015;19.6753
18.10.2015;19.6753
19.10.2015;19.6828
20.10.2015;19.6859
21.10.2015;19.7586
22.10.2015;19.8486
23.10.2015;19.9037
24.10.2015;19.9037
25.10.2015;19.9037
26.10.2015;19.953
27.10.2015;19.994
28.10.2015;19.9899
29.10.2015;19.9819
30.10.2015;20.0339
31.10.2015;20.0339
01.11.2015;20.0339
02.11.2015;20.0847
03.11.2015;20.077
04.11.2015;20.0311
05.11.2015;19.9832
06.11.2015;19.9562
07.11.2015;19.9562
08.11.2015;19.9562
09.11.2015;19.957
10.11.2015;19.9392
11.11.2015;19.9322
12.11.2015;19.9296
13.11.2015;19.8972
14.11.2015;19.8972
15.11.2015;19.8972
16.11.2015;19.8802
17.11.2015;19.8534
18.11.2015;19.8522
19.11.2015;19.9276
20.11.2015;19.9719
21.11.2015;19.9719
22.11.2015;19.9719
23.11.2015;20.0213
24.11.2015;20.0325
25.11.2015;20.1212
26.11.2015;20.1508
27.11.2015;20.1376
28.11.2015;20.1376
29.11.2015;20.1376
30.11.2015;20.1088
01.12.2015;20.0199
02.12.2015;19.9802
03.12.2015;19.989
04.12.2015;20.0187
05.12.2015;20.0187
06.12.2015;20.0187
07.12.2015;20.0375
08.12.2015;20.0324
09.12.2015;20.0099
10.12.2015;20.0027
11.12.2015;19.97
12.12.2015;19.97
13.12.2015;19.97
14.12.2015;19.8844
15.12.2015;19.8443
16.12.2015;19.7682
17.12.2015;19.7006
18.12.2015;19.6119
19.12.2015;19.6119
20.12.2015;19.6119
21.12.2015;19.5875
22.12.2015;19.6164
23.12.2015;19.6749
24.12.2015;19.7347
25.12.2015;19.7347
26.12.2015;19.7347
27.12.2015;19.7347
28.12.2015;19.771
29.12.2015;19.7228
30.12.2015;19.6741
31.12.2015;19.6585
01.01.2016;19.6585
02.01.2016;19.6585
03.01.2016;19.6585
04.01.2016;19.6755
05.01.2016;19.7127
06.01.2016;19.9287
07.01.2016;19.9287
08.01.2016;19.9287
09.01.2016;19.9287
10.01.2016;19.9287
11.01.2016;20.076
12.01.2016;20.3295
13.01.2016;20.4283
14.01.2016;20.5828
15.01.2016;20.7002
16.01.2016;20.7002
17.01.2016;20.7002
18.01.2016;20.6782
19.01.2016;20.5826
20.01.2016;20.5296
21.01.2016;20.5309
22.01.2016;20.546
23.01.2016;20.546
24.01.2016;20.546
25.01.2016;20.5476
26.01.2016;20.5758
27.01.2016;20.6459
28.01.2016;20.6484
29.01.2016;20.6035
30.01.2016;20.6035
31.01.2016;20.6035
01.02.2016;20.5154
02.02.2016;20.3697
03.02.2016;20.2661
04.02.2016;20.2485
05.02.2016;20.2783
06.02.2016;20.2783
07.02.2016;20.2783
08.02.2016;20.2531
09.02.2016;20.1934
10.02.2016;20.0794
11.02.2016;19.9238
12.02.2016;19.891
13.02.2016;19.891
14.02.2016;19.891
15.02.2016;19.8589
16.02.2016;19.8816
17.02.2016;19.9175
18.02.2016;19.9749
19.02.2016;20.0569
20.02.2016;20.0569
21.02.2016;20.0569
22.02.2016;20.1189
23.02.2016;20.1014
24.02.2016;20.0748
25.02.2016;20.0534
26.02.2016;20.0458
27.02.2016;20.0458
28.02.2016;20.0458
29.02.2016;20.0532
01.03.2016;20.0328
02.03.2016;20.0006
03.03.2016;19.9707
04.03.2016;19.9471
05.03.2016;19.9471
06.03.2016;19.9471
07.03.2016;19.9471
08.03.2016;19.9471
09.03.2016;19.9426
10.03.2016;19.9243
11.03.2016;19.9288
12.03.2016;19.9057
13.03.2016;19.9057
14.03.2016;19.8503
15.03.2016;19.8548
16.03.2016;19.8549
17.03.2016;19.8542
18.03.2016;19.8502
19.03.2016;19.8502
20.03.2016;19.8502
21.03.2016;19.7787
22.03.2016;19.742
23.03.2016;19.6821
24.03.2016;19.6313
25.03.2016;19.5849
26.03.2016;19.5849
27.03.2016;19.5849
28.03.2016;19.565
29.03.2016;19.5883
30.03.2016;19.5999
31.03.2016;19.6412
01.04.2016;19.6343
02.04.2016;19.6343
03.04.2016;19.6343
04.04.2016;19.6136
05.04.2016;19.608
06.04.2016;19.6126
07.04.2016;19.634
08.04.2016;19.6457
09.04.2016;19.6457
10.04.2016;19.6457
11.04.2016;19.6577
12.04.2016;19.682
13.04.2016;19.7066
14.04.2016;19.7218
15.04.2016;19.7129
16.04.2016;19.7129
17.04.2016;19.7129
18.04.2016;19.7483
19.04.2016;19.7554
